0,2.714045
1,2.458995
2,2.557845
3,2.920463
4,2.579402
5,2.733196
6,2.604972
7,2.730053
8,2.763485
9,2.549724
10,2.729837
11,2.978999
12,2.740395
13,2.774374
14,2.889614
15,2.514231
16,2.521316
17,2.647260
18,2.675504
19,2.538465
20,2.579994
21,2.700951
22,2.584566
23,2.636553
24,2.487940
25,3.088782
26,2.481967
27,2.442916
28,2.925543
29,2.560132
30,2.718828
31,2.296648
32,2.944681
33,2.865863
34,2.709278
35,2.587501
36,2.276492
37,2.806633
38,2.581425
39,2.714090
40,2.537184
41,2.776383
42,2.519817
43,2.590168
44,2.766238
45,2.378495
46,2.507408
47,2.540901
48,2.506689
49,2.652276
50,2.478925
51,3.142887
52,2.752452
53,2.510274
54,2.732018
55,2.687060
56,2.721723
57,2.600415
58,2.550884
59,2.716801
60,2.900402
61,2.590324
62,2.502567
63,2.498046
64,2.692281
65,2.670404
66,2.881006
67,2.397292
68,2.551859
69,2.601018
70,2.849526
71,2.756623
72,2.959283
73,2.682209
74,2.806215
75,2.486729
76,2.535648
77,2.437665
78,2.186017
79,2.434679
80,2.705937
81,2.392951
82,2.728652
83,3.139433
84,2.502244
85,2.779211
86,2.939919
87,2.610497
88,2.813788
89,2.587226
90,2.507959
91,2.680076
92,2.681162
93,2.725753
94,2.876890
95,2.779609
96,2.722631
97,2.810958
98,2.519092
99,2.533773
100,2.927631
101,2.838625
102,2.890903
103,2.732268
104,2.525941
105,3.296199
106,2.448308
107,2.988512
108,2.746968
109,2.537860
110,2.555732
111,2.554866
112,2.910300
113,2.753597
114,2.742864
115,2.563650
116,2.475292
117,2.801679
118,2.651622
119,2.854827
120,2.640063
121,2.787812
122,2.779995
123,2.640484
124,2.439572
125,2.440968
126,2.684263
127,2.790409
128,2.757611
129,3.497159
130,2.327213
131,2.677515
132,2.501218
133,2.764233
134,2.821016
135,3.027058
136,2.683784
137,2.589430
138,2.761975
139,2.664384
140,2.702494
141,2.623738
142,3.206021
143,2.575847
144,2.779998
145,2.738821
146,2.479821
147,2.761009
148,2.582214
149,2.876469
150,2.582931
151,2.495680
152,2.539527
153,2.739813
154,2.715018
155,2.779995
156,2.713864
157,2.444191
158,2.488917
159,2.698166
160,2.762825
161,2.281474
162,2.752194
163,2.733950
164,2.697928
165,2.458094
166,2.767254
167,2.736813
168,2.430618
169,2.712822
170,2.795920
171,2.516829
172,2.258739
173,2.604976
174,2.666352
175,2.661945
176,2.609276
177,2.563658
178,2.850926
179,2.710291
180,2.403124
181,2.600728
182,2.842280
183,2.738539
184,2.650995
185,2.645979
186,2.448064
187,2.493468
188,2.378145
189,2.619788
190,2.558603
191,2.494675
192,2.845917
193,2.670118
194,2.692300
195,2.699827
196,3.214849
197,2.854737
198,2.614504
199,2.654597
200,2.769864
201,2.657956
202,2.616008
203,2.735469
204,2.546020
205,2.727034
206,2.540680
207,2.649795
208,2.852514
209,2.728388
210,2.313213
211,2.759490
212,2.612778
213,2.460203
214,2.746069
215,2.333689
216,2.604548
217,2.834444
218,2.710524
219,2.735842
220,2.725868
221,2.820254
222,2.655840
223,2.725511
224,2.687176
225,2.620676
226,2.606939
227,2.734664
228,2.721621
229,2.596987
230,2.725421
231,2.618864
232,3.069691
233,2.705402
234,2.747641
235,2.730833
236,2.656476
237,2.570916
238,2.593975
239,2.747879
240,2.615558
241,2.742340
242,2.847710
243,2.587842
244,2.589363
245,2.708093
246,2.524353
247,2.349888
248,2.496600
249,2.868977
250,2.432337
251,2.758430
252,2.589499
253,2.734801
